model,configuration,timestamp,latency_ms,throughput_fps,power_watts,efficiency_fps_per_watt,temperature_celsius,cores,batch_size
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:04.107077,12.252742399944163,81.6143820998438,21.699600938768207,3.76110059950608,84.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:04.350992,12.119399880158788,82.51233641008453,21.495110943033716,3.8386559915302834,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:04.594361,11.273246013715754,88.70559542330007,19.60135405398356,4.525483044640609,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:04.839104,12.208207937756871,81.91210414325064,20.833049221578825,3.931834618736765,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:05.084305,12.670799060773005,78.92162090202014,20.153544807109526,3.9160168425645456,83.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:05.329504,12.669600251234309,78.92908854030948,19.147552969543092,4.122150160172291,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:05.574568,12.451561825693432,80.31121027215472,19.65513780725054,4.086016137853223,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:05.818498,12.637658998771872,79.128579121907,19.643249475014393,4.028283570015038,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:06.063295,12.155362582456014,82.26821645314904,20.218820911909695,4.0688928801327755,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:06.306986,12.629294688230164,79.1809855329409,20.781804090857758,3.8101112486078077,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:06.550273,12.350613138343828,80.96764013240693,20.842881761517308,3.8846662884159975,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:06.795247,12.386474720426829,80.73322091804509,20.32296712182438,3.972511515375503,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:07.040750,12.484414509544383,80.09987166282377,20.20385541168191,3.96458349313418,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:07.285622,12.257297085517308,81.58405503457665,19.97139267406425,4.085045863653033,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:07.530605,12.54154671748797,79.73498185878438,19.06328114089734,4.182647324427547,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:07.774940,12.287789291126623,81.38160382699023,19.230806738963015,4.231835145121872,83.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:08.018553,12.605956442772682,79.3275785569865,18.420255154897788,4.306540701521931,83.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:08.263268,13.007771515482766,76.87711909835821,18.772572798038194,4.095182899298287,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:08.506015,12.52146527341538,79.86285775380648,19.70127828041976,4.053689137175362,83.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:08.749551,12.111445830027419,82.56652542017241,19.779624741185096,4.174322137075359,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:08.992192,12.071172608874063,82.84199326789967,19.874257452330088,4.168306336304763,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:09.234298,12.12656884373384,82.46355691261587,20.15754742594791,4.090951898566004,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:09.478192,12.778100783630462,78.25889128070283,18.56274807480854,4.215910864345984,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:09.720984,12.083129389833827,82.7600175200766,19.319470097026603,4.283762292880586,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:09.964609,13.477111743609772,74.19987450012457,20.96839283059531,3.5386533960704116,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:10.209919,12.792551415425526,78.17048902333737,21.12209075572415,3.7008878490001242,82.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:10.453871,12.281588715738403,81.42269075649284,19.021346193895226,4.280595596468609,82.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:10.696138,11.792332120167979,84.80086803947269,19.768149715830933,4.289772652397588,82.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:10.940120,13.230060192650972,75.58544597971516,19.520081836075143,3.8721889905207973,81.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:11.183879,13.110224448265795,76.27634476786389,18.302114702308465,4.167624671166719,81.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:11.425836,11.927477033602704,83.84002729015938,20.723301183703626,4.045688789973744,82.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:11.667740,12.024066376420715,83.16654022810516,19.82400786225849,4.195243505045212,82.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:11.910843,12.69855520268669,78.74911626075584,20.484602513256576,3.8443077530937435,82.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:12.152504,12.12160649505229,82.49731588038044,18.161365520773437,4.542462172572756,82.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:12.395026,12.796984143825824,78.14341166332312,20.688380252545613,3.777164316849209,82.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:12.636608,11.529473091251502,86.7342325260982,19.65534531064684,4.412755469582938,82.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:12.879402,12.728068947816347,78.56651343576843,19.369755595467076,4.056143767459545,81.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:13.122460,13.17889355157278,75.87890410425685,19.25688767809825,3.9403513886907824,81.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:13.364788,12.336112971159318,81.06281146564616,18.354856925961126,4.416422955113905,81.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:13.607303,12.09693611931105,82.66556011680026,18.680335193451626,4.425271777017074,81.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:13.849808,11.9611079580808,83.60429514595346,19.910226352944782,4.199063017361836,80.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:14.092749,12.617801049966001,79.25311201532176,19.694054583967795,4.024215109053206,80.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:14.336705,13.069647540555007,76.51315744338234,19.470110419423186,3.9297752193050526,82.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:14.580551,12.86025788393447,77.7589383529578,20.145212169355705,3.8599215386394574,81.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:14.823545,12.406521972693474,80.6027670124618,19.384227782416726,4.158162394561619,81.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:15.066697,12.902299135927404,77.50556621458468,20.987318470697765,3.692971368533669,81.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:15.309935,12.657279153404366,79.00592124738237,20.066076787949882,3.937287895500687,81.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:15.552412,12.148082026278447,82.31752122160712,17.89306386948646,4.6005268757792495,82.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:15.795735,12.542445591074058,79.72926752910602,20.61491932444386,3.867551760659482,82.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch1,2025-08-03 19:05:16.039217,12.906879631390057,77.4780604266239,19.245116214937287,4.025855680023826,81.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:17.575922,11.083534066983603,360.895719346005,21.82157486217858,16.538481829352925,83.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:17.817227,11.067418816893094,361.42121900135174,20.98094399398509,17.226165758078643,83.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:18.057801,10.694722288355264,374.0162570051324,16.992200529541538,22.011054798634937,83.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:18.299158,10.880330458830544,367.635892598609,18.862265418674568,19.49054816260996,82.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:18.539491,10.095057404361684,396.2335071291179,20.967250069853726,18.897733646951355,82.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:18.780087,10.604531512235994,377.19723831124617,21.079709803023132,17.893853465532562,82.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:19.020844,10.310504205175873,387.9538692193152,21.37416490907679,18.150597736549045,82.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:19.261603,10.442864774620656,383.03665577679595,20.6897442686127,18.51335863816743,82.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:19.502689,10.577118167055282,378.1748427902473,21.30605080195999,17.749645220758516,85.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:19.745308,10.666294439053702,375.01308658369214,20.201409080701612,18.563709347480213,82.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:19.988321,10.58910135405687,377.74688014177235,19.927043021346403,18.95649443508098,82.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:20.231753,10.684661031037594,374.36845103279404,22.43555264450433,16.6863931085066,82.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:20.474817,10.58642996868882,377.84220099038913,17.530233605077857,21.553745917050545,82.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:20.715516,10.059301662476079,397.64191732325554,18.321991974135518,21.702985018473537,82.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:20.956192,10.719295589219774,373.15884861153904,20.81779569527702,17.924993312149684,82.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:21.199222,10.743390237007741,372.32194975299376,19.6842221233629,18.914740314329748,82.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:21.439495,10.106744131847003,395.7753305929396,19.17552870146594,20.63960461036379,81.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:21.680747,10.99164015475217,363.9129323452809,20.888927552342153,17.421331537170154,81.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:21.921667,10.489855793226942,381.3207806519807,20.2480156703746,18.832501261340937,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:22.162175,10.62060619331097,376.62633631207086,19.95325501581029,18.87543340741372,81.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:22.403307,10.5463941403655,379.27655146988224,19.921740040566895,19.038324498641007,83.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:22.645217,11.149720072644206,358.7534013355173,22.11225063951044,16.224192063674078,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:22.886362,10.569761291129838,378.43806400403827,19.95079346070283,18.968572089598815,81.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:23.127184,10.234898630151756,390.8196988112906,20.64801035083168,18.9277171103098,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:23.367979,11.032110767716887,362.57794036161647,20.325024487578798,17.838991563488555,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:23.608620,10.611434310685201,376.95186935965796,20.174344488812253,18.684714617057214,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:23.848715,10.269385276970457,389.50724820600254,21.188094334282653,18.383307250797632,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:24.089955,10.820708077881845,369.66157586084705,19.141494241238824,19.312054283852127,81.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:24.329291,10.217353325226131,391.4908169148072,19.39108498695511,20.18921670335483,81.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:24.573556,10.365483039100628,385.89615022389387,20.235447449475497,19.070304780134542,81.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:24.821835,10.382889321609404,385.2492187964475,19.846308547950887,19.41163102778749,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:25.064733,10.357343370154716,386.199419778457,20.085356984327287,19.227909171831524,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:25.307382,10.579778018398768,378.07976623363913,20.31314784210936,18.61256409751895,81.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:25.550049,10.415411061548934,384.0462922070344,19.55444842555229,19.639842753385537,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:25.793149,10.805505294760636,370.1816704434467,19.618143750200588,18.86935253187049,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:26.034401,10.396395850121614,384.7487203897887,19.744201261907808,19.486669290191983,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:26.275506,10.778269952232684,371.11707330835713,20.66479081296729,17.958907818969006,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:26.515375,10.405055223985716,384.4285218957038,20.051631051277177,19.171932742659248,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:26.756343,11.12893670849865,359.42337572513884,20.72650837864463,17.341240944155718,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:26.997929,10.861986645996708,368.2567591329381,19.171072598169577,19.20898047029975,81.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:27.238481,10.21735479025807,391.4907607802633,19.980017135529362,19.59411536660281,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:27.478511,10.364812760778046,385.92110560227195,20.533444198940657,18.794757560554896,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:27.719547,10.525293678318736,380.0369017958787,21.23838862547798,17.893867020588328,81.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:27.959434,10.275149987542532,389.28872131789336,20.31951697262322,19.158364927787787,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:28.200450,10.743046033786557,372.3338788105459,20.510308177807417,18.1534999661009,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:28.441502,10.409940781320074,384.2481032339517,20.429399109291847,18.808585665115586,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:28.682521,10.577600756468698,378.15758905003224,21.39538091239583,17.67473038215175,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:28.923153,10.274882866961516,389.298841825423,20.180292052765456,19.291041021979385,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:29.163986,10.684994633294439,374.3567626637829,19.78082866401688,18.925231547289613,82.0,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch4,2025-08-03 19:05:29.404742,10.59319870766217,377.6007710595251,19.561710523839402,19.303054842742497,82.05,1,4
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:31.064358,9.284004234445707,861.6971511406934,19.351119231960805,44.52957685866006,82.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:31.303175,9.129576878835364,876.2728115632605,20.468910941401088,42.8099381580132,81.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:31.542931,9.427951401773903,848.5406488725399,20.596217959142045,41.198857506550034,81.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:31.782372,9.081943317016608,880.868743698345,21.298158686804673,41.35891541854693,81.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:32.022129,9.289227303885543,861.2126432360764,19.15939336769712,44.94989098601041,81.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:32.261920,9.565693604867198,836.3219992671995,20.322000986657518,41.15352616193109,82.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:32.501686,9.436304148256637,847.7895449648054,19.353462817338958,43.8055738637771,81.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:32.741522,9.589151387088931,834.2761186116423,20.518877305865235,40.65895546698201,81.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:32.980376,8.71496805337535,917.9609094380514,21.897002743173857,41.921760717877945,81.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:33.220536,9.466719219226418,845.0657312992249,20.720777980978458,40.783494329942144,81.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:33.460523,9.083902870330352,880.6787252348798,21.368481057546987,41.213913280178566,81.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:33.700323,9.24525778677576,865.3084840363291,18.726563705666525,46.20754227186341,82.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:33.939952,9.367641621912025,854.0036353746765,19.571098750677358,43.63595760535005,82.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:34.179450,9.03384018062127,885.5591686424796,20.03769217848522,44.19466876496477,81.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:34.418579,8.805961790566606,908.4754386022895,20.90622624985224,43.45477886563628,82.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:34.657204,8.750469115143163,914.2366991679983,21.335700311844903,42.850090965162416,82.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:34.896806,9.343998717869288,856.1645010396833,20.15007074039796,42.48940423435824,82.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:35.136489,9.405130030368701,850.5996168227759,19.95053258253297,42.63543408196984,82.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:35.374723,9.079847598679411,881.0720568882163,19.56205223551407,45.039858102856286,82.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:35.614371,9.372516907677344,853.5594097938549,20.956117179572367,40.73079962665454,82.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:35.853502,9.117285909399703,877.454110740587,19.733788218660983,44.46455495609478,82.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:36.092985,8.958521772548323,893.0044713977779,20.288169818229463,44.01601915789317,81.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:36.332292,8.932156287630317,895.6403966060008,19.961039453766478,44.86942669896888,82.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:36.571874,9.340344042775094,856.4994997361075,20.136070208214083,42.535583700275176,82.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:36.811426,9.801419440666969,816.208310278742,18.630750659071218,43.80973827704223,82.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:37.050928,9.061688016466077,882.8377213454189,20.328965727732893,43.4275768462262,81.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:37.290347,9.156973726816695,873.6510815327083,20.137150582468877,43.38503990198578,82.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:37.529644,9.223387626621484,867.3602719362658,20.85784390259588,41.58436873853091,80.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:37.769749,9.71651306743567,823.3406309935954,19.592896854008885,42.022404197219686,80.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:38.008450,9.156961319766678,873.6522652695711,20.531152170654977,42.55252009277277,80.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:05:38.247702,8.65759668332415,924.0439688544533,19.129112405292307,48.30563746380648,80.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:38.662085,9.200906386040657,869.4795560725803,20.644264734089546,42.117245020444955,80.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:38.901749,9.368824915470034,853.8957737154639,22.451054195670775,38.03366052539841,81.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:39.140861,9.59132340437751,834.087191382659,19.63335471791211,42.48317230379868,80.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:39.379786,9.382523759345238,852.6490531965658,22.964040602264234,37.12974854749627,80.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:39.619014,9.097543904511094,879.3582184344428,19.919154788417952,44.146362020628914,80.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:39.857535,9.26856436636698,863.1325935470389,19.534622528544162,44.18475925428413,80.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:40.097265,9.352615021419586,855.3757405472379,19.57551287731703,43.69621097071728,79.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:40.336555,9.793143876253925,816.8980361248568,20.579977137482743,39.693826220876765,80.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:40.575550,8.961122907119085,892.7452600437464,20.85920658267245,42.79862019226281,80.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:40.814549,9.116404454049942,877.5389508356026,20.593120583338166,42.61320897356454,81.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:41.054368,9.174473156275937,871.9846757115943,19.918931448740377,43.776679384412276,80.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:41.293512,8.830258020493956,905.9757915830967,19.983170162128392,45.3369402468523,81.0,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:41.531905,8.794387263402788,909.6711073085702,20.64847048413928,44.05513270376691,80.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:41.770884,9.706730270672585,824.1704237080521,20.151419001156263,40.898877823976676,80.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:42.010564,9.45357166722898,846.2410062148448,19.940975610885964,42.43729207275465,80.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:42.250098,9.54441845099754,838.1862175336493,19.270517099640326,43.495782349778956,80.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:42.488735,9.15405207793615,873.9299199839882,19.92598071960012,43.85881589880041,80.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch8,2025-08-03 19:06:42.728660,9.55667137240564,837.1115515282399,21.715848465915673,38.548415588833045,80.05,1,8
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:44.217745,8.393353991241979,1906.2701295209465,20.416670555007595,93.36831509256027,80.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:44.457694,7.941336082476571,2014.7743193120557,21.524303809380008,93.60462188022284,80.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:44.696528,8.234452741332237,1943.0556592655105,22.518345922505144,86.28767254719158,80.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:44.934647,8.216149997558642,1947.3841160098418,19.753575776934525,98.58387858484467,79.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:45.173339,8.157717638166773,1961.3329009013812,20.95819696088806,93.58309326711633,81.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:45.412385,8.372054511694323,1911.1199022475005,21.043948434520576,90.81565221441485,80.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:45.650675,7.68954748409991,2080.7466282097953,22.141378416347603,93.97547835926608,80.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:45.888812,7.984897399113895,2003.7827914702525,20.224537804484868,99.07681504720993,81.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:46.129059,8.221092741043115,1946.2132959674987,22.360558538099742,87.03777647822982,81.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:46.367962,8.283648225935949,1931.5161102452778,20.742874469550134,93.11709006775703,80.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:46.605995,7.483720019742327,2137.9741569421913,21.715919496649786,98.45192865409297,80.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:46.844896,8.345117585687326,1917.2887422750673,22.15681731933934,86.53267816590167,81.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:47.084129,8.489436301542687,1884.6952178783065,20.042394716462283,94.03543062298182,81.0,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:47.324304,7.849412501864279,2038.369113127882,21.878163352201284,93.16911480701556,80.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:47.562796,8.043738447979544,1989.1248458008897,22.840574212524633,87.08733971802481,80.05,1,1
resnet18-imagenet,resnet18-imagenet_cores1_batch16,2025-08-03 19:06:47.801322,8.26554736424484,1935.7459699780932,21.523602700414404,89.93596457440758,80.05,1,1
